"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"01/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"101.853.539,19";"8.259.370,75";"2.437.171,17";"8.477.964,36";
"02/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"1.032.098,86";"8.513.653,47";"8.295.449,82";"673.171,36";
"03/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"2.811.567,31";"8.956.342,45";"9.007.709,37";"1.311.686,32";
"04/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"9.696.377,79";"9.211.914,75";"9.061.622,70";"581.698,59";
"06/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"1.161.278,38";"13.796.414,66";"10.080.268,26";"437.938,74";
"05/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"887.221,75";"10.107.700,53";"8.189.178,07";"342.638,10";
"07/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"8.613.376,14";"10.072.439,04";"12.363.388,74";"336.253,93";
"08/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"4.026.317,35";"10.374.628,20";"11.314.200,18";"1.128.574,57";
"09/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"1.430.440,32";"11.839.610,23";"11.547.614,50";"187.095,50";
"10/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"1.663.712,12";"10.933.389,17";"10.250.539,10";"580.029,61";
"11/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"2.616.127,26";"15.826.253,41";"13.028.140,60";"664.763,80";
"12/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"8.825.064,83";"16.273.447,43";"12.930.437,40";"415.902,18";
"01/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"176.744.625,00";"14.310.281,03";"4.730.757,43";"11.193.764,00";
"02/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"1.315.868,53";"15.491.030,79";"14.478.599,79";"3.061.712,72";
"03/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"3.455.913,12";"16.163.824,34";"16.581.196,30";"3.573.461,40";
"04/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"4.397.524,96";"16.709.633,84";"15.419.804,61";"1.433.740,09";
"05/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"6.251.107,70";"18.219.401,80";"16.389.350,47";"1.075.982,52";
"06/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"4.629.429,69";"23.584.351,60";"16.736.106,94";"613.306,74";
"07/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"19.358.148,90";"19.246.314,89";"23.199.490,65";"430.508,93";
"08/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"13.792.720,55";"18.444.313,70";"19.787.109,69";"1.399.210,49";
"09/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"4.609.688,85";"22.286.844,60";"19.328.001,63";"107.990,47";
"10/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"5.420.387,61";"19.749.878,01";"21.099.510,01";"429.574,20";
"11/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"7.291.961,70";"29.756.207,94";"25.484.321,99";"277.580,48";
"12/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"5.639.626,47";"24.201.067,03";"24.750.888,54";"116.741,13";
"01/2023";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"1.557.501.754,95";"138.452.349,55";"43.371.861,34";"114.529.892,66";
"02/2023";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"16.193.763,40";"145.202.106,80";"140.836.258,34";"4.990.522,63";
"03/2023";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"18.992.082,90";"148.374.924,82";"153.487.848,54";"10.612.529,56";
