"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"07/2023";"23 - Comércio e serviços";"122 - Administração geral";"- 2.777.603,18";"- 2.410.381,24";"- 2.410.381,24";"1.720.381,85";
"07/2023";"15 - Urbanismo";"128 - Formação de recursos humanos";"82.956,30";"113.041,57";"107.550,21";"4.500,00";
"07/2023";"15 - Urbanismo";"131 - Comunicação social";"0,00";"0,00";"0,00";"5.973,26";
"07/2023";"15 - Urbanismo";"301 - Atenção básica";"0,00";"0,00";"0,00";"44.438,09";
"07/2023";"26 - Transporte";"130 - Administração de concessões";"90,22";"42.016,62";"42.016,62";"0,00";
"07/2023";"11 - Trabalho";"846 - Outros encargos especiais";"0,00";"60.239.800,72";"60.238.314,05";"0,00";
"07/2023";"11 - Trabalho";"571 - Desenvolvimento científico";"101.845,96";"133.905,37";"10.771,65";"70.405,72";
"07/2023";"11 - Trabalho";"331 - Proteção e benefícios ao trabalhador";"8.444.840.341,45";"8.453.409.127,19";"8.453.375.004,03";"33.822.537,00";
"07/2023";"11 - Trabalho";"125 - Normatização e fiscalização";"2.174.018,37";"2.739.570,96";"2.531.391,87";"1.711.373,64";
"07/2023";"11 - Trabalho";"332 - Relações de trabalho";"280.000,00";"0,00";"0,00";"0,00";
"07/2023";"11 - Trabalho";"334 - Fomento ao trabalho";"2.034.458.412,99";"2.027.338.194,10";"2.027.338.787,55";"997,98";
"07/2023";"11 - Trabalho";"333 - Empregabilidade";"1.571.748,00";"32.706,47";"32.706,47";"545.831,05";
"07/2023";"13 - Cultura";"128 - Formação de recursos humanos";"114.791,49";"80.860,87";"70.300,38";"41.625,84";
"07/2023";"14 - Direitos da cidadania";"241 - Assistência ao idoso";"0,00";"0,00";"0,00";"16.194,00";
"07/2023";"04 - Administração";"364 - Ensino superior";"3.693,34";"51.093,90";"49.505,65";"0,00";
"07/2023";"04 - Administração";"121 - Planejamento e orçamento";"7.611.088,64";"21.801.770,91";"30.379.735,04";"10.050.575,75";
"07/2023";"14 - Direitos da cidadania";"331 - Proteção e benefícios ao trabalhador";"51.000,00";"1.534.475,96";"1.653.593,96";"0,00";
"07/2023";"26 - Transporte";"131 - Comunicação social";"0,00";"229.940,45";"229.940,45";"0,00";
"07/2023";"12 - Educação";"367 - Educação especial";"2.308.040,12";"2.025.000,57";"1.975.277,82";"986.080,92";
"07/2023";"03 - Essencial à justiça";"062 - Defesa do interesse público no processo judiciário";"38.909,47";"143.054,84";"136.185,09";"0,00";
"07/2023";"19 - Ciência e Tecnologia";"131 - Comunicação social";"0,00";"8.807,40";"8.807,40";"0,00";
"07/2023";"19 - Ciência e Tecnologia";"121 - Planejamento e orçamento";"931.290,47";"0,00";"347.000,00";"9.198,00";
"07/2023";"19 - Ciência e Tecnologia";"542 - Controle ambiental";"271.287,06";"110.502,81";"110.502,81";"254.800,00";
"07/2023";"04 - Administração";"211 - Relações diplomáticas";"69.493,85";"69.493,85";"69.493,85";"0,00";
"07/2023";"12 - Educação";"131 - Comunicação social";"200.000,00";"2.265.919,52";"2.265.919,52";"0,00";
"07/2023";"18 - Gestão ambiental";"571 - Desenvolvimento científico";"303.633,55";"189.128,16";"236.300,99";"50.850,00";
"07/2023";"14 - Direitos da cidadania";"846 - Outros encargos especiais";"6.400.000,00";"6.800.110,21";"7.670.817,10";"0,00";
"07/2023";"14 - Direitos da cidadania";"125 - Normatização e fiscalização";"143.865.563,88";"5.474.246,20";"5.162.346,49";"2.181.417,05";
"07/2023";"06 - Segurança pública";"422 - Direitos individuais, coletivos e difusos";"0,00";"635.249,48";"635.249,48";"47.214,26";
"07/2023";"15 - Urbanismo";"453 - Transportes coletivos urbanos";"105.556.395,85";"23.833.538,79";"25.314.251,28";"5.483.207,36";
"07/2023";"04 - Administração";"722 - Telecomunicações";"11.737.831,00";"8.680.753,36";"10.127.108,06";"0,00";
"07/2023";"04 - Administração";"131 - Comunicação social";"246.786.903,11";"6.441.282,58";"2.498.213,95";"1.202.116,42";
"07/2023";"25 - Energia";"331 - Proteção e benefícios ao trabalhador";"0,00";"2.247.758,51";"2.243.077,85";"0,00";
"07/2023";"25 - Energia";"753 - Combustíveis";"0,00";"20.812,50";"20.812,50";"0,00";
"07/2023";"25 - Energia";"752 - Energia elétrica";"- 24.224,56";"1.596.840,97";"1.605.854,83";"0,00";
"07/2023";"25 - Energia";"121 - Planejamento e orçamento";"121.671,75";"104.441,44";"108.326,00";"0,00";
"07/2023";"04 - Administração";"126 - Tecnologia da informação";"5.187.179,34";"149.772.668,67";"149.271.018,01";"7.093.340,61";
"07/2023";"15 - Urbanismo";"846 - Outros encargos especiais";"0,00";"665.111,18";"563.696,66";"0,00";
"07/2023";"02 - Judiciária";"061 - Ação judiciária";"245.195,08";"213.602,13";"125.776,50";"15.272,96";
"07/2023";"25 - Energia";"128 - Formação de recursos humanos";"102.505,50";"404.697,48";"377.982,06";"0,00";
"07/2023";"18 - Gestão ambiental";"573 - Difusão do conhecimento científico e tecnológico";"43.229,21";"92.036,40";"88.570,71";"417.686,35";
"07/2023";"15 - Urbanismo";"122 - Administração geral";"46.989.123,53";"55.016.692,72";"66.450.281,74";"70.500,88";
"07/2023";"15 - Urbanismo";"331 - Proteção e benefícios ao trabalhador";"8.081.485,57";"10.368.409,14";"7.829.716,85";"0,00";
"07/2023";"25 - Energia";"122 - Administração geral";"16.907.423,09";"54.289.211,29";"66.276.464,60";"117.717,16";
"07/2023";"21 - Organização agrária";"122 - Administração geral";"98.206.772,55";"107.869.454,54";"223.784.468,81";"1.806.821,24";
"07/2023";"21 - Organização agrária";"331 - Proteção e benefícios ao trabalhador";"3.573.625,13";"11.059.066,67";"11.144.472,08";"0,00";
"07/2023";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"474.519,57";"2.259.094,88";"1.933.497,45";"302.730,99";
"07/2023";"10 - Saúde";"304 - Vigilância sanitária";"1.996.491,11";"5.382.803,17";"6.106.210,95";"530.389,83";
"07/2023";"28 - Encargos especiais";"845 - Outras transferências";"9.787.444.896,72";"31.651.376.352,92";"32.021.043.892,37";"2.964.247.652,33";
"07/2023";"21 - Organização agrária";"363 - Ensino profissional";"166.528,33";"267.341,75";"350.446,02";"430.167,44";
"07/2023";"18 - Gestão ambiental";"512 - Saneamento básico urbano";"15.000,00";"229.350,22";"229.350,22";"1.000.000,00";
"07/2023";"20 - Agricultura";"606 - Extensão rural";"0,00";"0,00";"0,00";"4.766.194,48";
"07/2023";"20 - Agricultura";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"1.800,00";
"07/2023";"20 - Agricultura";"846 - Outros encargos especiais";"- 99.999,00";"15.696.192,98";"15.606.188,78";"27.688,30";
"07/2023";"20 - Agricultura";"545 - Meteorologia";"120.779,30";"2.079.570,86";"1.672.167,21";"7.316,95";
"07/2023";"20 - Agricultura";"691 - Promoção comercial";"4.516.615,02";"2.482.484,38";"2.471.883,20";"- 4.159,43";
"07/2023";"20 - Agricultura";"125 - Normatização e fiscalização";"7.914.871,58";"15.454.386,49";"14.552.232,98";"1.850.064,15";
"07/2023";"20 - Agricultura";"609 - Defesa agropecuária";"2.788.495,87";"2.981.685,65";"2.284.097,13";"915.848,12";
"07/2023";"20 - Agricultura";"363 - Ensino profissional";"0,00";"0,00";"0,00";"19.961,74";
"07/2023";"18 - Gestão ambiental";"125 - Normatização e fiscalização";"34.511.796,67";"21.658.642,90";"17.627.635,92";"7.373.482,92";
"07/2023";"19 - Ciência e Tecnologia";"125 - Normatização e fiscalização";"20.000,00";"22.521,07";"22.521,07";"0,00";
"07/2023";"19 - Ciência e Tecnologia";"301 - Atenção básica";"0,00";"0,00";"0,00";"48.921,28";
"07/2023";"19 - Ciência e Tecnologia";"541 - Preservação e conservação ambiental";"0,00";"38.498,68";"38.498,68";"53.452,00";
"07/2023";"19 - Ciência e Tecnologia";"128 - Formação de recursos humanos";"28.000,00";"377.667,00";"377.667,00";"0,00";
"07/2023";"21 - Organização agrária";"631 - Reforma agrária";"129.974.730,05";"147.621.629,75";"148.805.615,44";"132.734.949,76";
"07/2023";"12 - Educação";"366 - Educação de jovens e adultos";"14.687.474,14";"21.477,12";"16.060,92";"268.544,37";
"07/2023";"19 - Ciência e Tecnologia";"662 - Produção industrial";"3.887.800,29";"19.172.100,72";"15.035.999,02";"1.531.567,93";
"07/2023";"12 - Educação";"365 - Educação infantil";"25.367.246,23";"12.673.232,52";"12.673.232,52";"2.141.524,63";
"07/2023";"12 - Educação";"306 - Alimentação e nutrição";"279.267.317,78";"506.359.588,59";"506.434.714,76";"1.978.526,66";
"07/2023";"12 - Educação";"847 - Transferências para a educação básica";"96.751.670,00";"2.917.833.493,42";"2.917.833.493,42";"61.151.773,52";
"07/2023";"08 - Assistência social";"122 - Administração geral";"270.000,00";"4.687.975,63";"4.718.514,46";"2.931.697,09";
"07/2023";"19 - Ciência e Tecnologia";"846 - Outros encargos especiais";"- 0,43";"15.024.817,23";"15.020.559,25";"0,00";
"07/2023";"12 - Educação";"301 - Atenção básica";"0,00";"0,00";"0,00";"21.630,37";
"07/2023";"04 - Administração";"608 - Promoção da produção agropecuária";"0,00";"0,00";"0,00";"250.000,00";
"07/2023";"08 - Assistência social";"242 - Assistência ao portador de deficiência";"700.132,00";"4.186.485.040,19";"4.215.314.834,51";"0,00";
"07/2023";"19 - Ciência e Tecnologia";"573 - Difusão do conhecimento científico e tecnológico";"2.735.885,02";"1.678.653,27";"1.676.668,47";"1.757.364,42";
"07/2023";"08 - Assistência social";"126 - Tecnologia da informação";"6.526.419,52";"3.152.368,69";"3.152.368,69";"0,00";
"07/2023";"08 - Assistência social";"125 - Normatização e fiscalização";"54.600,00";"252.983,34";"270.080,66";"0,00";
"07/2023";"08 - Assistência social";"241 - Assistência ao idoso";"800.000,00";"3.378.361.805,10";"3.373.976.463,13";"0,00";
"07/2023";"19 - Ciência e Tecnologia";"212 - Cooperação internacional";"702.683,26";"1.750,12";"1.750,12";"12.216,58";
"07/2023";"19 - Ciência e Tecnologia";"571 - Desenvolvimento científico";"1.140.954.718,27";"327.114.498,84";"318.443.376,50";"44.347.314,21";
"07/2023";"08 - Assistência social";"244 - Assistência comunitária";"71.353.666.920,45";"14.161.924.164,73";"14.163.917.871,84";"142.395.686,75";
"07/2023";"09 - Previdência social";"271 - Previdência básica";"148.735.606.454,07";"65.739.266.909,30";"89.008.177.212,53";"384.402,52";
"07/2023";"09 - Previdência social";"126 - Tecnologia da informação";"41.900.851,92";"33.419.585,11";"35.950.511,71";"7.356.936,31";
"07/2023";"02 - Judiciária";"122 - Administração geral";"40.864,63";"40.864,63";"21.347,49";"18.915,85";
"07/2023";"04 - Administração";"128 - Formação de recursos humanos";"1.117.792,13";"654.648,73";"627.279,74";"48.580,22";
"07/2023";"09 - Previdência social";"122 - Administração geral";"407.700.075,98";"216.031.624,89";"257.926.266,24";"2.668.409,45";
"07/2023";"04 - Administração";"573 - Difusão do conhecimento científico e tecnológico";"94.022,10";"157.827,07";"157.827,07";"15.834,32";
"07/2023";"11 - Trabalho";"126 - Tecnologia da informação";"1.524.183,56";"0,00";"0,00";"2.712,53";
"07/2023";"15 - Urbanismo";"665 - Normalização e qualidade";"0,00";"0,00";"0,00";"98.632,00";
"07/2023";"11 - Trabalho";"122 - Administração geral";"11.409.972,22";"183.238.154,80";"230.455.001,63";"782.505,08";
"07/2023";"19 - Ciência e Tecnologia";"691 - Promoção comercial";"52.885.492,00";"0,00";"0,00";"4.651.667,97";
"07/2023";"12 - Educação";"123 - Administração financeira";"0,00";"2.091.294,72";"2.091.294,72";"0,00";
"07/2023";"12 - Educação";"694 - Serviços financeiros";"0,00";"461.524.897,95";"469.279.636,41";"33.191,36";
"07/2023";"17 - Saneamento";"512 - Saneamento básico urbano";"- 49.768.789,98";"18.750.701,16";"18.782.370,97";"11.768.606,74";
"07/2023";"04 - Administração";"127 - Ordenamento territorial";"10.922.055,21";"4.042.864,19";"3.373.233,51";"2.571.420,36";
"07/2023";"26 - Transporte";"125 - Normatização e fiscalização";"2.515.374,18";"10.631.499,46";"12.729.897,21";"89.785,46";
"07/2023";"20 - Agricultura";"608 - Promoção da produção agropecuária";"6.927.702.862,04";"1.331.098.735,41";"1.299.565.373,18";"34.538.280,49";
"07/2023";"18 - Gestão ambiental";"544 - Recursos hídricos";"170.518.685,63";"125.168.845,94";"84.377.155,24";"23.576.322,17";
"07/2023";"15 - Urbanismo";"244 - Assistência comunitária";"0,00";"0,00";"0,00";"213.326.218,42";
"07/2023";"15 - Urbanismo";"451 - infra-estrutura urbana";"392.348.520,21";"0,00";"0,00";"165.801.959,55";
"07/2023";"06 - Segurança pública";"182 - Defesa civil";"215.939.860,53";"137.436.923,22";"103.015.581,86";"7.942.829,16";
"07/2023";"16 - Habitação";"482 - Habitação urbana";"0,00";"0,00";"0,00";"481.104,00";
"07/2023";"16 - Habitação";"451 - infra-estrutura urbana";"0,00";"0,00";"0,00";"745.148,83";
"07/2023";"13 - Cultura";"846 - Outros encargos especiais";"2.850.000,00";"5.023.069,51";"5.017.782,88";"0,00";
"07/2023";"25 - Energia";"572 - Desenvolvimento tecnológico e engenharia";"- 407.207,90";"4.733.164,52";"4.375.546,64";"4.610.667,56";
"07/2023";"13 - Cultura";"122 - Administração geral";"43.676.785,00";"57.325.268,93";"67.105.670,18";"1.239.076,86";
"07/2023";"13 - Cultura";"331 - Proteção e benefícios ao trabalhador";"1.378.487,88";"2.908.683,33";"2.898.160,56";"0,00";
"07/2023";"04 - Administração";"124 - Controle interno";"2.719.238,57";"7.995.743,72";"6.353.228,18";"5.498.355,23";
"07/2023";"12 - Educação";"573 - Difusão do conhecimento científico e tecnológico";"106.737.788,57";"106.686.828,73";"106.673.420,70";"558.396,33";
"07/2023";"01 - Legislativa";"032 - Controle externo";"- 4.697,64";"85.197,42";"88.038,05";"0,00";
"07/2023";"05 - Defesa nacional";"152 - Defesa naval";"86.978.260,52";"218.646.622,23";"215.472.564,85";"9.538.949,87";
"07/2023";"10 - Saúde";"846 - Outros encargos especiais";"11.000.000,00";"82.422.414,62";"82.422.414,62";"0,00";
"07/2023";"04 - Administração";"846 - Outros encargos especiais";"77.904.804,79";"158.878.704,87";"159.178.290,65";"0,00";
"07/2023";"14 - Direitos da cidadania";"122 - Administração geral";"8.533.298,03";"31.224.765,31";"34.824.873,60";"518.750,05";
"07/2023";"26 - Transporte";"846 - Outros encargos especiais";"0,00";"15.630.970,46";"15.632.724,90";"0,00";
"07/2023";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"0,00";"0,00";"- 2.000.000,00";
"07/2023";"10 - Saúde";"306 - Alimentação e nutrição";"38.298,08";"38.298,08";"1.538.298,08";"195.299,00";
"07/2023";"04 - Administração";"331 - Proteção e benefícios ao trabalhador";"55.443.668,64";"86.931.864,73";"87.071.415,20";"0,00";
"07/2023";"10 - Saúde";"124 - Controle interno";"5.439.700,00";"3.531.295,49";"30.936,39";"0,00";
"07/2023";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"660.486,40";"2.707.151,81";"7.016.048,18";"33.825.823,52";
"07/2023";"10 - Saúde";"131 - Comunicação social";"6.316.428,84";"14.008.046,13";"16.942.631,45";"1.162.231,66";
"07/2023";"04 - Administração";"122 - Administração geral";"870.223.076,60";"1.631.395.964,56";"1.960.280.567,59";"56.456.119,74";
"07/2023";"10 - Saúde";"121 - Planejamento e orçamento";"95.002,40";"1.755.565,11";"10.522.023,71";"2.460.332,75";
"07/2023";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.039.744,25";"6.401.245,33";"5.945.555,94";"1.276.096,67";
"07/2023";"10 - Saúde";"125 - Normatização e fiscalização";"2.527.993,31";"1.389.400,10";"1.125.561,44";"11.868,47";
"07/2023";"14 - Direitos da cidadania";"422 - Direitos individuais, coletivos e difusos";"29.281.836,19";"10.443.292,53";"10.189.828,71";"26.434.303,98";
"07/2023";"10 - Saúde";"303 - Suporte profilático e terapêutico";"2.420.297.600,50";"1.678.528.479,39";"1.444.280.554,18";"93.427.850,97";
"07/2023";"10 - Saúde";"305 - Vigilância epidemiológica";"685.348.915,15";"583.413.992,51";"581.473.853,02";"48.301.601,03";
"07/2023";"10 - Saúde";"126 - Tecnologia da informação";"37.209.868,12";"19.654.415,11";"17.458.325,16";"2.896.249,77";
"07/2023";"10 - Saúde";"511 - Saneamento básico rural";"20.199.506,91";"4.521.919,38";"4.321.639,60";"297.718,16";
"07/2023";"10 - Saúde";"571 - Desenvolvimento científico";"61.377.371,62";"103.991.433,10";"99.043.114,43";"19.253.354,12";
"07/2023";"10 - Saúde";"423 - Assistência aos povos indígenas";"301.238.910,01";"249.760.750,98";"247.211.006,62";"2.735.021,90";
"07/2023";"10 - Saúde";"301 - Atenção básica";"4.495.529.506,30";"3.655.346.006,87";"3.605.748.032,94";"175.300.994,16";
"07/2023";"12 - Educação";"368 - Educação básica";"1.184.934.040,13";"246.767.180,43";"260.234.168,94";"47.517.182,01";
"07/2023";"22 - Indústria";"664 - Propriedade industrial";"2.240.363,03";"1.285.502,79";"1.414.435,06";"0,00";
"07/2023";"21 - Organização agrária";"606 - Extensão rural";"122.727.043,17";"96.246.651,99";"96.265.041,83";"0,00";
"07/2023";"05 - Defesa nacional";"572 - Desenvolvimento tecnológico e engenharia";"- 22.786.131,12";"25.533.401,84";"38.534.211,57";"1.857.585,67";
"07/2023";"05 - Defesa nacional";"303 - Suporte profilático e terapêutico";"- 3.727,36";"0,00";"0,00";"0,00";
"07/2023";"26 - Transporte";"331 - Proteção e benefícios ao trabalhador";"4.268.915,82";"7.821.688,56";"7.856.789,51";"0,00";
"07/2023";"05 - Defesa nacional";"151 - Defesa aérea";"678.578.511,32";"416.443.362,34";"416.314.378,01";"44.054.528,91";
"07/2023";"26 - Transporte";"126 - Tecnologia da informação";"15.736.038,74";"18.497.988,71";"19.963.910,03";"1.683.018,87";
"07/2023";"05 - Defesa nacional";"366 - Educação de jovens e adultos";"148.502,39";"1.172.475,44";"1.016.861,41";"3.744,41";
"07/2023";"05 - Defesa nacional";"482 - Habitação urbana";"10.644.916,57";"11.605.646,55";"10.273.756,06";"12.134.669,35";
"07/2023";"05 - Defesa nacional";"812 - Desporto comunitário";"0,00";"52.994,76";"79.296,75";"37.960,00";
"07/2023";"26 - Transporte";"783 - Transporte ferroviário";"20.568.656,65";"1.273.303,07";"1.275.898,23";"17.051.803,00";
"07/2023";"05 - Defesa nacional";"573 - Difusão do conhecimento científico e tecnológico";"116.583,11";"32.361,99";"17.700,53";"12.747,43";
